Symbol,Timestamp,Open,Close,ChangePct,Volume,RVOL
NML,2026-01-06T09:25:53.000000000Z,176.51,198.93,12.7018,154524,1.6042
NML,2026-01-06T09:31:25.000000000Z,176.75,197.71,11.8586,115895,1.2032
NML,2026-01-06T09:35:29.000000000Z,176.5,197.9,12.1246,40812,0.4237
NML,2026-01-06T09:38:44.000000000Z,176.25,197.2,11.8865,80155,0.8321
NML,2026-01-06T09:41:53.000000000Z,176.5,197.2,11.7280,88840,0.9223
NML,2026-01-06T09:45:05.000000000Z,176.8,197.6,11.7647,75561,0.7845
NML,2026-01-06T09:48:45.000000000Z,176.9,197,11.3624,86691,0.9000
NML,2026-01-06T09:54:01.000000000Z,176.5,197.3,11.7847,101159,1.0502
NML,2026-01-06T09:57:47.000000000Z,176.8,197.01,11.4310,46141,0.4790
NML,2026-01-06T10:02:01.000000000Z,176.52,197.1,11.6587,74644,0.7749
NML,2026-01-06T10:05:46.000000000Z,176.85,197.69,11.7840,68981,0.7161
NML,2026-01-06T10:10:20.000000000Z,176.89,198,11.9340,171789,1.7835
NML,2026-01-06T10:13:46.000000000Z,176.98,198,11.8770,104317,1.0830
NML,2026-01-06T10:17:14.000000000Z,177,197.5,11.5819,130710,1.3570
NML,2026-01-06T10:20:47.000000000Z,177,196.6,11.0734,97581,1.0131
NML,2026-01-06T10:23:45.000000000Z,176.8,196.79,11.3066,98617,1.0238
NML,2026-01-06T10:27:18.000000000Z,176.64,196.8,11.4130,47153,0.4895
NML,2026-01-06T10:29:14.000000000Z,176.88,196.7,11.2053,67718,0.7030
NML,2026-01-07T04:32:06.000000000Z,178.59,196.6,10.0846,18160,0.1885
NML,2026-01-07T04:33:31.000000000Z,178.45,197.45,10.6472,98624,1.0239
NML,2026-01-07T04:35:39.000000000Z,178.55,197.29,10.4957,66622,0.6917
NML,2026-01-07T04:36:45.000000000Z,179,197,10.0559,175685,1.8239
NML,2026-01-07T04:37:49.000000000Z,180,196.51,9.1722,170994,1.7752
NML,2026-01-07T04:39:07.000000000Z,179.7,197,9.6272,28040,0.2911
NML,2026-01-07T04:40:18.000000000Z,179.54,197.1,9.7806,67780,0.7037
NML,2026-01-07T04:41:23.000000000Z,179.48,196.62,9.5498,67567,0.7015
NML,2026-01-07T04:43:04.000000000Z,179.1,196.41,9.6650,80178,0.8324
NML,2026-01-07T04:45:05.000000000Z,178.6,196.9,10.2464,33627,0.3491
NML,2026-01-07T04:46:37.000000000Z,179.45,196.73,9.6294,114859,1.1924
NML,2026-01-07T04:47:47.000000000Z,179.91,197,9.4992,146393,1.5198
NML,2026-01-07T04:48:44.000000000Z,181,197,8.8398,154738,1.6064
NML,2026-01-07T04:49:45.000000000Z,181.48,196.98,8.5409,154952,1.6087
NML,2026-01-07T04:50:44.000000000Z,180.67,196.7,8.8725,138467,1.4375
NML,2026-01-07T04:51:44.000000000Z,180.98,196.9,8.7966,121528,1.2617
NML,2026-01-07T04:52:44.000000000Z,180.39,197,9.2078,69448,0.7210
NML,2026-01-07T04:54:02.000000000Z,180.09,197,9.3897,176789,1.8354
NML,2026-01-07T04:55:25.000000000Z,179.7,197.04,9.6494,346858,3.6010
NML,2026-01-07T04:56:33.000000000Z,180.8,197.25,9.0985,120863,1.2548
NML,2026-01-07T04:58:06.000000000Z,180,197.4,9.6667,96146,0.9982
NML,2026-01-07T04:59:18.000000000Z,180.05,197.25,9.5529,75618,0.7850
NML,2026-01-07T05:00:54.000000000Z,180.12,197.05,9.3993,255957,2.6573
NML,2026-01-07T05:02:19.000000000Z,179.9,197.15,9.5887,109994,1.1419
NML,2026-01-07T05:03:51.000000000Z,180,197.15,9.5278,250950,2.6053
NML,2026-01-07T05:05:48.000000000Z,180,198.88,10.4889,286866,2.9782
NML,2026-01-07T05:07:40.000000000Z,180,197,9.4444,314234,3.2623
NML,2026-01-07T05:08:41.000000000Z,181.99,195.95,7.6708,429151,4.4553
NML,2026-01-07T05:09:35.000000000Z,182.5,196.9,7.8904,48719,0.5058
NML,2026-01-07T05:10:30.000000000Z,182.25,197.9,8.5871,227928,2.3663
NML,2026-01-07T05:11:37.000000000Z,182,198.03,8.8077,406806,4.2234
NML,2026-01-07T05:12:31.000000000Z,183.2,197.6,7.8603,281599,2.9235
NML,2026-01-07T05:13:26.000000000Z,182.5,198.4,8.7123,74179,0.7701
NML,2026-01-07T05:14:26.000000000Z,182.25,198.79,9.0754,122126,1.2679
NML,2026-01-07T05:15:30.000000000Z,181.95,198.5,9.0959,212353,2.2046
NML,2026-01-07T05:16:41.000000000Z,181.65,197.5,8.7256,76044,0.7895
NML,2026-01-07T05:18:17.000000000Z,181.88,197.5,8.5881,19680,0.2043
NML,2026-01-07T05:20:07.000000000Z,181.89,197.03,8.3237,37777,0.3922
NML,2026-01-07T05:21:34.000000000Z,181.89,197.01,8.3127,53155,0.5518
NML,2026-01-07T05:23:36.000000000Z,181.5,196.3,8.1543,65654,0.6816
NML,2026-01-07T05:25:09.000000000Z,181.49,196.5,8.2704,59768,0.6205
NML,2026-01-07T05:27:07.000000000Z,182.3,196.7,7.8991,47243,0.4905
NML,2026-01-07T05:28:19.000000000Z,182.3,196.4,7.7345,55117,0.5722
NML,2026-01-07T05:31:01.000000000Z,182.31,195.4,7.1801,103428,1.0738
NML,2026-01-07T05:33:00.000000000Z,182.4,194.8,6.7982,137168,1.4240
NML,2026-01-07T05:34:16.000000000Z,182,194.76,7.0110,35510,0.3687
NML,2026-01-07T05:36:19.000000000Z,182.4,194.6,6.6886,182149,1.8910
NML,2026-01-07T05:38:04.000000000Z,183,195,6.5574,141355,1.4675
NML,2026-01-07T05:39:22.000000000Z,182.5,194.78,6.7288,52812,0.5483
NML,2026-01-07T05:41:06.000000000Z,183,194.48,6.2732,67819,0.7041
NML,2026-01-07T05:42:40.000000000Z,183.25,194.48,6.1282,54793,0.5688
NML,2026-01-07T05:44:14.000000000Z,183.52,194.6,6.0375,61953,0.6432
NML,2026-01-07T05:45:30.000000000Z,183.01,195,6.5516,385082,3.9978
NML,2026-01-07T05:46:54.000000000Z,182.6,195.4,7.0099,164859,1.7115
NML,2026-01-07T05:48:36.000000000Z,182.69,195,6.7382,197794,2.0534
NML,2026-01-07T05:50:23.000000000Z,182.3,195.69,7.3450,69236,0.7188
NML,2026-01-07T05:52:12.000000000Z,182.4,195.99,7.4507,66922,0.6948
NML,2026-01-07T05:55:00.000000000Z,182.39,196,7.4620,66075,0.6860
NML,2026-01-07T05:57:05.000000000Z,182.5,196.49,7.6658,118842,1.2338
NML,2026-01-07T05:59:27.000000000Z,182.34,196.64,7.8425,42026,0.4363
NML,2026-01-07T06:03:45.000000000Z,182.44,196.49,7.7012,186210,1.9332
NML,2026-01-07T06:06:44.000000000Z,182,196.63,8.0385,42055,0.4366
NML,2026-01-07T06:09:43.000000000Z,181.82,196.49,8.0684,56954,0.5913
NML,2026-01-07T06:13:30.000000000Z,181.6,196.3,8.0947,72530,0.7530
NML,2026-01-07T06:17:05.000000000Z,182.29,195.48,7.2357,51702,0.5368
NML,2026-01-07T06:21:15.000000000Z,182.03,195.1,7.1801,53751,0.5580
NML,2026-01-07T06:25:33.000000000Z,182,195.2,7.2527,78119,0.8110
NML,2026-01-07T06:27:43.000000000Z,183,195.01,6.5628,188670,1.9587
NML,2026-01-07T06:28:49.000000000Z,183.9,194.71,5.8782,172258,1.7883
NML,2026-01-07T06:29:46.000000000Z,183.65,194.75,6.0441,170757,1.7728
NML,2026-01-07T06:30:57.000000000Z,183.75,194.49,5.8449,114336,1.1870
NML,2026-01-07T06:32:07.000000000Z,184.37,194.2,5.3317,150332,1.5607
NML,2026-01-07T06:33:02.000000000Z,184.5,194.4,5.3659,216100,2.2435
NML,2026-01-07T06:34:03.000000000Z,183.87,194.05,5.5365,47142,0.4894
NML,2026-01-07T06:35:31.000000000Z,183.6,193,5.1198,94089,0.9768
NML,2026-01-07T06:36:49.000000000Z,183.98,193.5,5.1745,62460,0.6484
NML,2026-01-07T06:38:06.000000000Z,183.6,193.7,5.5011,71724,0.7446
NML,2026-01-07T06:39:42.000000000Z,184.25,193.4,4.9661,98658,1.0242
NML,2026-01-07T06:40:56.000000000Z,184.24,193,4.7547,119490,1.2405
NML,2026-01-07T06:42:15.000000000Z,184.29,192.75,4.5906,72656,0.7543
NML,2026-01-07T06:43:36.000000000Z,184.18,192.99,4.7834,39391,0.4089
NML,2026-01-07T06:45:11.000000000Z,184.48,192.92,4.5750,55037,0.5714
NML,2026-01-07T06:46:39.000000000Z,184.15,192.95,4.7787,73012,0.7580
NML,2026-01-07T06:47:59.000000000Z,184.7,192.74,4.3530,211333,2.1940
NML,2026-01-07T06:49:14.000000000Z,185,193,4.3243,241705,2.5093
NML,2026-01-07T06:50:26.000000000Z,185,192.95,4.2973,276844,2.8741
NML,2026-01-07T06:51:22.000000000Z,185,192.95,4.2973,117937,1.2244
NML,2026-01-07T06:52:29.000000000Z,185.03,193.89,4.7884,374991,3.8931
NML,2026-01-07T06:53:32.000000000Z,186,193.5,4.0323,129221,1.3415
NML,2026-01-07T06:54:32.000000000Z,185.9,193.78,4.2388,75614,0.7850
NML,2026-01-07T06:55:38.000000000Z,186.1,193.85,4.1644,50883,0.5283
NML,2026-01-07T06:56:45.000000000Z,185.5,194.3,4.7439,62582,0.6497
NML,2026-01-07T06:57:50.000000000Z,185.7,194.3,4.6311,18454,0.1916
NML,2026-01-07T06:59:04.000000000Z,185.5,194.2,4.6900,31984,0.3320
NML,2026-01-07T07:00:49.000000000Z,185.4,194.01,4.6440,40228,0.4176
NML,2026-01-07T07:02:32.000000000Z,185.3,194,4.6951,14031,0.1457
NML,2026-01-07T07:04:16.000000000Z,185.15,193.75,4.6449,22859,0.2373
NML,2026-01-07T07:06:21.000000000Z,185.35,193.31,4.2946,10499,0.1090
NML,2026-01-07T07:08:22.000000000Z,185.52,193.56,4.3338,88540,0.9192
NML,2026-01-07T07:10:01.000000000Z,184.92,193.01,4.3749,37642,0.3908
NML,2026-01-07T07:11:36.000000000Z,184.8,193.01,4.4426,25741,0.2672
NML,2026-01-07T07:13:32.000000000Z,184.06,193.11,4.9169,42815,0.4445
NML,2026-01-07T07:15:13.000000000Z,183.82,192.75,4.8580,44306,0.4600
NML,2026-01-07T07:16:55.000000000Z,183.99,192.72,4.7448,31235,0.3243
NML,2026-01-07T07:19:12.000000000Z,184.78,193,4.4485,87826,0.9118
NML,2026-01-07T07:20:43.000000000Z,184,193,4.8913,43171,0.4482
NML,2026-01-07T07:22:32.000000000Z,184.47,193,4.6241,14516,0.1507
NML,2026-01-07T07:24:59.000000000Z,184.4,193.27,4.8102,23658,0.2456
NML,2026-01-07T07:27:23.000000000Z,184,193.12,4.9565,13989,0.1452
NML,2026-01-07T07:30:39.000000000Z,183.8,192.95,4.9782,12338,0.1281
NML,2026-01-07T07:35:02.000000000Z,183.97,192.75,4.7725,37434,0.3886
NML,2026-01-07T07:38:55.000000000Z,183.81,193.74,5.4023,35422,0.3677
NML,2026-01-07T07:43:20.000000000Z,183.7,193.69,5.4382,17952,0.1864
NML,2026-01-07T07:47:02.000000000Z,183.8,193.7,5.3863,14715,0.1528
NML,2026-01-07T07:52:00.000000000Z,183.8,193.75,5.4135,53179,0.5521
NML,2026-01-07T07:55:11.000000000Z,183.5,193.78,5.6022,56858,0.5903
NML,2026-01-07T07:57:15.000000000Z,183.87,193.75,5.3734,46226,0.4799
NML,2026-01-07T07:59:07.000000000Z,183.7,193.9,5.5525,13319,0.1383
NML,2026-01-07T08:01:13.000000000Z,183.94,194.5,5.7410,32617,0.3386
NML,2026-01-07T08:03:31.000000000Z,183.93,194.01,5.4803,41544,0.4313
NML,2026-01-07T08:05:58.000000000Z,183.5,194,5.7221,40994,0.4256
NML,2026-01-07T08:08:15.000000000Z,184,193.97,5.4185,35710,0.3707
NML,2026-01-07T08:10:29.000000000Z,184,194.47,5.6902,66475,0.6901
NML,2026-01-07T08:12:53.000000000Z,184,194.15,5.5163,23630,0.2453
NML,2026-01-07T08:15:54.000000000Z,183.8,194.05,5.5767,71458,0.7419
NML,2026-01-07T08:19:23.000000000Z,183.8,194.05,5.5767,47406,0.4922
NML,2026-01-07T08:22:52.000000000Z,183.9,194.61,5.8238,26637,0.2765
NML,2026-01-07T08:27:34.000000000Z,183.75,194.75,5.9864,29704,0.3084
NML,2026-01-07T08:30:48.000000000Z,183.5,194.7,6.1035,53731,0.5578
NML,2026-01-07T08:32:28.000000000Z,182.88,194.85,6.5453,44038,0.4572
NML,2026-01-07T08:34:15.000000000Z,183.42,194.64,6.1171,62057,0.6443
NML,2026-01-07T08:36:25.000000000Z,182.45,195,6.8786,65406,0.6790
NML,2026-01-07T08:38:11.000000000Z,182.89,195.39,6.8347,50956,0.5290
NML,2026-01-07T08:40:48.000000000Z,182.62,195.5,7.0529,32662,0.3391
NML,2026-01-07T08:44:49.000000000Z,183,195.5,6.8306,44152,0.4584
NML,2026-01-07T08:47:23.000000000Z,183.49,195.5,6.5453,19444,0.2019
NML,2026-01-07T08:51:17.000000000Z,183.46,195.25,6.4265,47577,0.4939
NML,2026-01-07T08:55:20.000000000Z,183.5,195.04,6.2888,22135,0.2298
NML,2026-01-07T08:59:05.000000000Z,183.75,194.5,5.8503,100899,1.0475
NML,2026-01-07T09:01:47.000000000Z,183.6,194.6,5.9913,76000,0.7890
NML,2026-01-07T09:04:37.000000000Z,183.55,194.01,5.6987,30281,0.3144
NML,2026-01-07T09:10:00.000000000Z,183.49,193.8,5.6188,100561,1.0440
NML,2026-01-07T09:12:41.000000000Z,183.4,194,5.7797,21370,0.2219
NML,2026-01-07T09:15:42.000000000Z,183,194.02,6.0219,48300,0.5014
NML,2026-01-07T09:19:44.000000000Z,183,193.9,5.9563,53846,0.5590
NML,2026-01-07T09:22:56.000000000Z,183.4,193.89,5.7197,16575,0.1721
NML,2026-01-07T09:26:24.000000000Z,183.4,193.94,5.7470,29795,0.3093
NML,2026-01-07T09:29:46.000000000Z,183.42,193.78,5.6482,18614,0.1932
NML,2026-01-07T09:33:22.000000000Z,183.5,194.29,5.8801,55028,0.5713
NML,2026-01-07T09:36:43.000000000Z,183.35,194.3,5.9722,39955,0.4148
NML,2026-01-07T09:39:17.000000000Z,183.2,194.6,6.2227,69617,0.7227
NML,2026-01-07T09:42:18.000000000Z,183.5,194.75,6.1308,27429,0.2848
NML,2026-01-07T09:45:16.000000000Z,183.7,194.74,6.0098,87967,0.9132
NML,2026-01-07T09:48:04.000000000Z,183.75,194.36,5.7741,40567,0.4212
NML,2026-01-07T09:52:08.000000000Z,183.69,194.89,6.0972,13861,0.1439
NML,2026-01-07T09:56:32.000000000Z,183.6,194.74,6.0675,27435,0.2848
NML,2026-01-07T10:00:47.000000000Z,183.25,194.6,6.1937,62777,0.6517
NML,2026-01-07T10:02:33.000000000Z,183.25,195,6.4120,100492,1.0433
NML,2026-01-07T10:05:18.000000000Z,183.24,195.46,6.6688,77660,0.8062
NML,2026-01-07T10:08:10.000000000Z,183,195.4,6.7760,117980,1.2248
NML,2026-01-07T10:11:19.000000000Z,182.98,195.78,6.9953,135846,1.4103
NML,2026-01-07T10:13:28.000000000Z,182.89,195.89,7.1081,89108,0.9251
NML,2026-01-07T10:16:07.000000000Z,182.5,195.74,7.2548,26236,0.2724
NML,2026-01-07T10:18:10.000000000Z,182.61,195.49,7.0533,31584,0.3279
NML,2026-01-07T10:20:06.000000000Z,183.44,195.03,6.3181,56429,0.5858
NML,2026-01-07T10:21:33.000000000Z,183.65,195.04,6.2020,37170,0.3859
NML,2026-01-07T10:23:43.000000000Z,183.5,195,6.2670,33933,0.3523
NML,2026-01-07T10:26:09.000000000Z,183.5,195.16,6.3542,99685,1.0349
NML,2026-01-07T10:27:59.000000000Z,183.32,195.73,6.7696,42331,0.4395
NML,2026-01-07T10:29:55.000000000Z,183.13,195,6.4817,82451,0.8560
NML,2026-01-08T04:32:11.000000000Z,183.5,196.5,7.0845,135860,1.4105
NML,2026-01-08T04:34:08.000000000Z,184,196.5,6.7935,99440,1.0324
NML,2026-01-08T04:35:16.000000000Z,183.9,196.95,7.0962,151399,1.5718
NML,2026-01-08T04:36:21.000000000Z,183.75,196.69,7.0422,127544,1.3241
NML,2026-01-08T04:37:43.000000000Z,184.46,196,6.2561,77644,0.8061
NML,2026-01-08T04:39:16.000000000Z,185,195.29,5.5622,88938,0.9233
NML,2026-01-08T04:40:25.000000000Z,186.45,195.5,4.8538,73913,0.7673
NML,2026-01-08T04:41:26.000000000Z,186,195.8,5.2688,39106,0.4060
NML,2026-01-08T04:42:30.000000000Z,185.84,196.39,5.6769,139563,1.4489
NML,2026-01-08T04:43:32.000000000Z,186.09,196.25,5.4597,40215,0.4175
NML,2026-01-08T04:44:47.000000000Z,186.2,196.04,5.2846,36831,0.3824
NML,2026-01-08T04:45:58.000000000Z,186.18,195.82,5.1778,120108,1.2469
NML,2026-01-08T04:47:01.000000000Z,185.5,195.82,5.5633,54543,0.5663
NML,2026-01-08T04:48:07.000000000Z,185.45,195.75,5.5541,56314,0.5846
NML,2026-01-08T04:49:19.000000000Z,185.16,196.1,5.9084,32792,0.3404
NML,2026-01-08T04:50:53.000000000Z,185.01,196,5.9402,36037,0.3741
NML,2026-01-08T04:52:13.000000000Z,185.01,195.82,5.8429,69261,0.7190
NML,2026-01-08T04:53:41.000000000Z,184.31,196,6.3426,140020,1.4537
NML,2026-01-08T04:54:51.000000000Z,183.6,196,6.7538,67912,0.7050
NML,2026-01-08T04:56:31.000000000Z,184.1,196.25,6.5997,73172,0.7597
NML,2026-01-08T04:57:52.000000000Z,184.51,196.44,6.4658,21033,0.2184
NML,2026-01-08T04:59:42.000000000Z,184.89,196.9,6.4958,90295,0.9374
NML,2026-01-08T05:01:21.000000000Z,185.5,196.5,5.9299,23397,0.2429
NML,2026-01-08T05:02:42.000000000Z,185.7,196.7,5.9235,15126,0.1570
NML,2026-01-08T05:04:19.000000000Z,185.8,196.49,5.7535,53094,0.5512
NML,2026-01-08T05:05:49.000000000Z,186,196.14,5.4516,143997,1.4949
NML,2026-01-08T05:07:14.000000000Z,185.64,196.65,5.9308,104992,1.0900
NML,2026-01-08T05:08:37.000000000Z,186.01,197.17,5.9997,141002,1.4638
NML,2026-01-08T05:10:01.000000000Z,186.5,197.2,5.7373,50263,0.5218
NML,2026-01-08T05:11:13.000000000Z,186.44,197.19,5.7659,44043,0.4572
NML,2026-01-08T05:12:38.000000000Z,186,197.5,6.1828,68882,0.7151
NML,2026-01-08T05:14:22.000000000Z,185.8,197.66,6.3832,50381,0.5230
NML,2026-01-08T05:16:01.000000000Z,185.45,198,6.7673,172850,1.7945
NML,2026-01-08T05:17:58.000000000Z,185,198.87,7.4973,138164,1.4344
NML,2026-01-08T05:19:38.000000000Z,184.84,199.5,7.9312,705696,7.3263
NML,2026-01-08T05:21:38.000000000Z,184.5,201.2,9.0515,542159,5.6285
NML,2026-01-08T05:24:02.000000000Z,184.5,201.7,9.3225,340583,3.5358
NML,2026-01-08T05:26:52.000000000Z,184.4,201.2,9.1106,234882,2.4385
NML,2026-01-08T05:28:45.000000000Z,184.75,200.79,8.6820,130509,1.3549
NML,2026-01-08T05:31:04.000000000Z,184.69,200.64,8.6361,242263,2.5151
NML,2026-01-08T05:33:13.000000000Z,184.5,202.25,9.6206,451017,4.6823
NML,2026-01-08T05:36:28.000000000Z,184.45,201.75,9.3792,389279,4.0414
NML,2026-01-08T05:39:05.000000000Z,184.25,204.25,10.8548,424852,4.4107
NML,2026-01-08T05:42:31.000000000Z,184.3,204.4,10.9061,759043,7.8802
NML,2026-01-08T05:45:40.000000000Z,184.35,204.47,10.9140,222469,2.3096
NML,2026-01-08T05:49:59.000000000Z,184.5,205.5,11.3821,481883,5.0028
NML,2026-01-08T05:53:56.000000000Z,184.49,204.75,10.9816,302725,3.1428
NML,2026-01-08T05:56:54.000000000Z,184.7,205.86,11.4564,241553,2.5077
NML,2026-01-08T06:01:34.000000000Z,184.55,206,11.6229,372766,3.8700
NML,2026-01-08T06:06:19.000000000Z,184.5,206.23,11.7778,311142,3.2302
NML,2026-01-08T06:09:32.000000000Z,184.7,205.25,11.1262,131034,1.3604
NML,2026-01-08T06:14:23.000000000Z,184.7,205.89,11.4727,143479,1.4896
NML,2026-01-08T06:19:58.000000000Z,184.5,205.8,11.5447,210260,2.1829
NML,2026-01-08T06:25:46.000000000Z,184.5,205.75,11.5176,87442,0.9078
NML,2026-01-08T06:31:25.000000000Z,184.41,204.34,10.8074,244098,2.5342
NML,2026-01-08T06:35:48.000000000Z,184.85,203.7,10.1975,141012,1.4639
NML,2026-01-08T06:39:54.000000000Z,184.5,204,10.5691,143624,1.4911
NML,2026-01-08T06:44:50.000000000Z,184.5,203.99,10.5637,123170,1.2787
NML,2026-01-08T06:49:00.000000000Z,184.2,203.3,10.3692,99360,1.0315
NML,2026-01-08T06:52:57.000000000Z,183.85,204.37,11.1613,144480,1.5000
NML,2026-01-08T06:57:00.000000000Z,184.45,203.5,10.3280,155574,1.6151
NML,2026-01-08T06:59:53.000000000Z,185.02,203.48,9.9773,90884,0.9435
NML,2026-01-08T07:02:34.000000000Z,184.9,203.85,10.2488,223017,2.3153
NML,2026-01-08T07:05:57.000000000Z,185.5,203.88,9.9084,101451,1.0532
NML,2026-01-08T07:09:47.000000000Z,184.65,203.9,10.4251,46294,0.4806
NML,2026-01-08T07:15:42.000000000Z,184.95,204,10.3001,29797,0.3093
NML,2026-01-08T07:18:51.000000000Z,184.98,204.3,10.4444,86352,0.8965
NML,2026-01-08T07:21:54.000000000Z,185,204,10.2703,101654,1.0553
NML,2026-01-08T07:25:20.000000000Z,184.8,204.55,10.6872,31390,0.3259
NML,2026-01-08T07:30:18.000000000Z,184.8,204.5,10.6602,64019,0.6646
NML,2026-01-08T07:33:53.000000000Z,184.8,204.5,10.6602,79051,0.8207
NML,2026-01-08T07:36:50.000000000Z,184.52,204.35,10.7468,89226,0.9263
NML,2026-01-08T07:40:57.000000000Z,184.5,204.2,10.6775,77878,0.8085
NML,2026-01-08T07:45:17.000000000Z,184.7,204.2,10.5577,29541,0.3067
NML,2026-01-08T07:52:40.000000000Z,184.94,204.14,10.3817,147379,1.5300
NML,2026-01-08T07:57:01.000000000Z,184.87,205.69,11.2620,100902,1.0475
NML,2026-01-08T08:02:48.000000000Z,184.92,206,11.3995,144517,1.5003
NML,2026-01-08T08:09:21.000000000Z,184.84,206.35,11.6371,116900,1.2136
NML,2026-01-08T08:16:04.000000000Z,184.67,206.9,12.0377,306366,3.1806
NML,2026-01-08T08:24:22.000000000Z,184.5,206.99,12.1897,141358,1.4675
NML,2026-01-08T08:30:22.000000000Z,185,206.74,11.7514,160246,1.6636
NML,2026-01-08T08:32:41.000000000Z,186,206,10.7527,146041,1.5162
NML,2026-01-08T08:34:17.000000000Z,186.11,205.7,10.5260,106472,1.1054
NML,2026-01-08T08:35:28.000000000Z,186.3,204.5,9.7692,142994,1.4845
NML,2026-01-08T08:37:10.000000000Z,186.4,204.65,9.7908,129069,1.3400
NML,2026-01-08T08:38:34.000000000Z,186.6,204.5,9.5927,89816,0.9324
NML,2026-01-08T08:39:51.000000000Z,186.37,203.8,9.3524,46202,0.4797
NML,2026-01-08T08:41:42.000000000Z,185.65,203.5,9.6149,38732,0.4021
NML,2026-01-08T08:43:47.000000000Z,185.5,202.11,8.9542,49738,0.5164
NML,2026-01-08T08:47:49.000000000Z,185.7,203.46,9.5638,130570,1.3555
NML,2026-01-08T08:51:15.000000000Z,186.5,203.75,9.2493,77298,0.8025
NML,2026-01-08T08:54:35.000000000Z,185.13,204.5,10.4629,92295,0.9582
NML,2026-01-08T08:56:45.000000000Z,186,204.1,9.7312,179129,1.8597
NML,2026-01-08T09:00:42.000000000Z,185.87,204.65,10.1038,24043,0.2496
NML,2026-01-08T09:02:54.000000000Z,185.51,204.2,10.0749,60221,0.6252
NML,2026-01-08T09:06:09.000000000Z,186,204.8,10.1075,55760,0.5789
NML,2026-01-08T09:09:07.000000000Z,186,204.75,10.0806,40006,0.4153
NML,2026-01-08T09:14:29.000000000Z,185.75,205.4,10.5787,67136,0.6970
NML,2026-01-08T09:17:42.000000000Z,185.64,205.98,10.9567,116498,1.2095
NML,2026-01-08T09:23:03.000000000Z,185.8,206.23,10.9957,105904,1.0995
NML,2026-01-08T09:27:26.000000000Z,185,206.6,11.6757,82787,0.8595
NML,2026-01-08T09:30:35.000000000Z,184.98,206.3,11.5256,187615,1.9478
NML,2026-01-08T09:33:02.000000000Z,184.5,205.4,11.3279,65570,0.6807
NML,2026-01-08T09:36:24.000000000Z,184.6,205,11.0509,165301,1.7161
NML,2026-01-08T09:40:43.000000000Z,184,205,11.4130,60372,0.6268
NML,2026-01-08T09:45:02.000000000Z,184.34,205.3,11.3703,29648,0.3078
NML,2026-01-08T09:49:24.000000000Z,183.99,205.7,11.7996,39772,0.4129
NML,2026-01-08T09:54:01.000000000Z,183.98,205.99,11.9633,66406,0.6894
NML,2026-01-08T09:58:25.000000000Z,183.51,206.1,12.3100,32863,0.3412
NML,2026-01-08T10:02:00.000000000Z,183.5,206.1,12.3161,69839,0.7250
NML,2026-01-08T10:05:33.000000000Z,183.12,205.92,12.4509,47361,0.4917
NML,2026-01-08T10:07:54.000000000Z,183.12,205.7,12.3307,67117,0.6968
NML,2026-01-08T10:09:37.000000000Z,182.05,205.7,12.9909,84140,0.8735
NML,2026-01-08T10:11:16.000000000Z,181.7,205.71,13.2141,56312,0.5846
NML,2026-01-08T10:12:43.000000000Z,180,205.95,14.4167,142858,1.4831
NML,2026-01-08T10:13:55.000000000Z,180.9,206,13.8751,42347,0.4396
NML,2026-01-08T10:15:16.000000000Z,181.48,206.98,14.0511,275457,2.8597
NML,2026-01-08T10:16:36.000000000Z,180,206.39,14.6611,69949,0.7262
NML,2026-01-08T10:17:53.000000000Z,180,206.02,14.4556,46664,0.4845
NML,2026-01-08T10:19:13.000000000Z,180.33,205.95,14.2073,28629,0.2972
NML,2026-01-08T10:20:48.000000000Z,180.45,206,14.1590,37489,0.3892
NML,2026-01-08T10:22:44.000000000Z,179.99,206.37,14.6564,211126,2.1919
NML,2026-01-08T10:23:58.000000000Z,179.88,206.28,14.6765,50261,0.5218
NML,2026-01-08T10:25:15.000000000Z,179.5,206,14.7632,73285,0.7608
NML,2026-01-08T10:26:32.000000000Z,179.5,205.94,14.7298,115942,1.2037
NML,2026-01-08T10:27:52.000000000Z,178.89,206.25,15.2943,82940,0.8611
NML,2026-01-08T10:28:47.000000000Z,179.49,206.25,14.9089,63047,0.6545
NML,2026-01-08T10:29:58.000000000Z,179.5,206.75,15.1811,124518,1.2927
NML,2026-01-09T04:17:16.000000000Z,179,206.52,15.3743,12884,0.1338
NML,2026-01-09T04:19:32.000000000Z,179,206.4,15.3073,24642,0.2558
NML,2026-01-09T04:21:49.000000000Z,179,206.3,15.2514,10613,0.1102
NML,2026-01-09T04:24:53.000000000Z,179.89,206.21,14.6312,32190,0.3342
NML,2026-01-09T04:27:34.000000000Z,179.5,206.5,15.0418,33314,0.3459
NML,2026-01-09T04:31:01.000000000Z,180,206.6,14.7778,78572,0.8157
NML,2026-01-09T04:32:37.000000000Z,181.5,206.6,13.8292,23819,0.2473
NML,2026-01-09T04:34:19.000000000Z,181.25,206,13.6552,19237,0.1997
NML,2026-01-09T04:36:19.000000000Z,180.78,204.9,13.3422,80146,0.8321
NML,2026-01-09T04:38:38.000000000Z,180.99,204.65,13.0725,47456,0.4927
NML,2026-01-09T04:41:02.000000000Z,181.25,204.78,12.9821,24374,0.2530
NML,2026-01-09T04:44:36.000000000Z,181,204.76,13.1271,28473,0.2956
NML,2026-01-09T04:46:26.000000000Z,180.75,205,13.4163,58135,0.6035
